4.096752637192976998e+00,2.234516148354936949e+00
1.089888095543903646e+01,6.142282886337670611e+00
4.500970260829179281e+00,1.971100504304585499e+00
5.640699067511379283e+00,1.734742687077475143e+00
1.689702663174606156e+00,1.594896314574942187e+00
4.627945690898609854e+00,3.387788559978828218e+00
1.746764251463762463e+00,6.976562245142992058e-01
7.466522628005033191e+00,5.976398321810269643e+00
4.463973766977828994e+00,2.693803634925337143e+00
5.060877655511135664e+00,3.285296186406463370e+00
4.830287502964121238e+00,1.207467111620002198e+00
5.166297944476571757e+00,1.980419179805223528e+00
9.876190765052512699e-01,9.613998946473233387e-01
8.214690023331828073e+00,1.056207801627084608e+00
2.047572912085195984e+00,1.581975028233673530e+00
9.489859227077676707e+00,3.448305074129909720e+00
5.017829107781056841e+00,3.160909773117458244e+00
3.537848920634868666e+00,2.112348984043939559e+00
2.632267754259854708e+00,1.076064581422927491e+00
2.812125535253702679e+00,2.308056485221035015e+00
7.512037829550073376e+00,4.042591103194431490e+00
2.440301462517716846e+00,1.876919848131724189e+00
1.423766524906869835e+00,7.512864416368632003e-01
3.954545147925105031e+00,3.546779116224989981e+00
1.531631811065705229e+00,1.384887901256221188e+00
2.489848248971059164e+00,1.880095576533455493e+00
3.431899872023047138e+00,1.065942412121647864e+00
6.780293708403491770e+00,1.658447002529764625e+00
5.178872730614775044e+00,1.517289778446339055e+00
4.353586999761374088e+00,3.572000607026728503e+00
4.861854732216234432e+00,3.595620265085737177e+00
6.309888585412687156e+00,2.097235923726711526e+00
4.510521115075119880e+00,1.178645224144353465e+00
4.003753252612789026e+00,2.717925920014930607e+00
8.241460765679384792e+00,1.882943059298920918e+00
4.750137088343596936e+00,4.194095095244727567e+00
3.394761260568631478e+00,2.631225012921673656e+00
1.001280051631673018e+01,5.189275716209873934e+00
5.836109086088255182e+00,3.006059770067833536e+00
6.129641548046530275e+00,2.899576019378133473e+00
4.496511277132714035e+00,3.097276485148062530e+00
1.462645659905155959e+01,1.128295021448168711e+01
3.127334539528972446e+00,1.444891104941979254e+00
1.231682904595229999e+00,9.216249940420101483e-01
3.510236263718946148e+00,7.120437281989235867e-01
3.114982470824024574e+00,3.080829942197768290e+00
1.371839944893743723e+00,1.330515248414603668e+00
2.520972295814741138e+00,2.424841574610696604e+00
6.082113799766919016e+00,3.384654027324896397e+00
8.969645109421225726e+00,7.214402067899705173e+00
7.848908831752874349e+00,3.615386033749303341e+00
5.147525449479211090e+00,1.884434538260739034e+00
1.662608129044470751e+00,1.124484547582443872e+00
1.189615368731242917e+01,2.116429528276064786e+00
1.591804323925779530e+00,1.452233203797698602e+00
3.946366219430167632e+00,3.376117989228636151e+00
2.685052084353159785e+00,1.711537755139972194e+00
1.118174557665729019e+01,5.593192437059152589e+00
7.258159238248738099e+00,6.276546814678236608e+00
6.882685395826171337e+00,5.490728328633596611e+00
3.623227920432964044e+00,1.183813414534681696e+00
3.864683158016414488e+00,2.566447780358074748e+00
2.800982976475148156e+00,1.093298784361170783e+00
3.947694522411012041e+00,2.853842563044557856e+00
2.225845104910360917e+00,1.523166031633149231e+00
1.258482658452902969e+00,4.443025034756012959e-01
5.999014700260362432e+00,2.196012859894052482e+00
4.840990308542735931e+00,2.192952075312157856e+00
5.595235994187715001e+00,2.815633239981352176e+00
4.828784160223526634e+00,3.807609941096700812e+00
3.641718069561681315e+00,3.288863970003333748e+00
3.544383578995869755e+00,2.409936065799589855e+00
1.649686330689648539e+00,1.441558090349675858e+00
4.391748070925454606e+00,4.319334233661579425e+00
4.347259982153961477e-01,3.907357458882978474e-01
1.261644611678079064e+00,1.006353379194050435e+00
2.279186508766664510e+00,2.100490437649316533e+00
2.531064471718075026e+00,2.505809420525487941e+00
6.952409974269236237e+00,3.139717545290678036e+00
7.072838181323898965e+00,1.710848769562538729e+00
7.198839324031494513e+00,2.574331311338681427e+00
1.040030001909957136e+01,6.204924537029703480e+00
2.192305454987062863e+00,8.662608765771541153e-01
4.808206551492064662e+00,2.494437506333126109e+00
9.204753437302299446e+00,2.495762309032820703e+00
7.371962308374562234e+00,5.049898497552844034e+00
5.681732801249178344e+00,2.680588676919894109e+00
3.522578738771471318e+00,2.479222013353616028e+00
4.685298069200387161e+00,1.226126685397872951e+00
6.842733249571709919e+00,3.003912140560270227e+00
1.833884236006624757e+00,1.725996312061746085e+00
1.489886200411300932e+00,1.230458354759546236e+00
5.856293753949165293e+00,2.211746065260393745e+00
3.171864027221624749e+00,2.893297005484111395e+00
2.832283007889722537e+00,2.571421490476943461e+00
3.766697286630798835e+00,1.230995360890289492e+00
5.818247830577443658e+00,3.050313302080565059e+00
2.495497156339695266e+00,1.729631353562613327e+00
2.662920244191851360e+00,2.335492021031773557e+00
3.070679995726965483e+00,7.861696741313644043e-01
2.301831800241497472e+00,1.845665208457327289e+00
2.346888214017050167e+00,1.371216618620190175e+00
4.936016736609863287e+00,1.533770336499708398e+00
3.703164911313229890e+00,2.666963613328559468e+00
5.442568888766824209e+00,2.150793672802513878e+00
3.833956414073073304e+00,1.901784567854847952e+00
2.086449879498122773e+00,1.046735331282621972e+00
3.847150896850511259e+00,2.557718548306728401e+00
9.876199633042125114e+00,4.289168944721266641e+00
9.024640881885845900e-01,7.001654520875835175e-01
1.813470881248907096e+00,1.688274896445792539e+00
2.401002934407634015e+00,2.266634982989457203e+00
4.462398464543015031e+00,2.246954641067656411e+00
3.909560466792443734e+00,1.394284666932261496e+00
7.017846164002854437e+00,4.986373120258398295e+00
9.237220391485507776e+00,6.766811656563676891e+00
4.018935715632617978e+00,3.515787711034978003e+00
4.930805890030843130e+00,4.871768547396522209e+00
2.735321836795370665e+00,2.628834178204398242e+00
1.114636509150500387e+01,3.484081620729994277e+00
1.447256804196627833e+00,1.273625683173941203e+00
1.871768456077020470e+00,1.696632972153867991e+00
4.913800240262930608e+00,4.497436773152944767e+00
6.635783139809547038e+00,3.979843529022534909e+00
3.682417193702840041e+00,3.403098416757030176e+00
3.164879841050802778e+00,2.559053477015352129e+00
